# Hand-authored Critical Care tags (source of truth). Columns: note_id<TAB>systems<TAB>knowledge<TAB>front
# systems/knowledge are ';'-separated values (no cc:: prefix). Edit this file to retag.
1772305852885	cardiovascular	pathophysiology	What is an escape beat when patient is fully paced?
1773431995736	cardiovascular	physiology	PA Cath Pressure Numbers: CVP / R. Atrium: {{c1::-1 - 7}} R. Ventricle: {{c1::15-30/0-8}} 
1777345411226	cardiovascular	diagnostics	what does area under an ART lime curve represent?
1622234922638	gastrointestinal	physiology	ffa8876ef9f54af594d7f5176fb8d4ad-ao-1
1707801865492	endocrine;fluid-electrolyte;acid-base	management	Intervention for DKA ?
1764504401292	gastrointestinal	pathophysiology	What are the two types of small bowel obstruction ?
1764505124707	gastrointestinal	etiology	What are the 8 causes of small bowel obstruction ?
1766721213363	acid-base	physiology	what is base excess?
1766721504662	acid-base	diagnostics	Base excess < -2
1769631956348	gastrointestinal	physiology	Landmarks for stomach
1770597143942	acid-base	pathophysiology	difference between anion gap vs non-anion gap acidosis
1770597190173	endocrine	diagnostics	Test to detect DKA?
1772486701095	endocrine	diagnostics	{{c1::Beta-hydroxybutyrate}} is used to detect DKA , with a value of {{c2::> 3 mmol/L }} i
1764505939390	renal	physiology	Anatomically, where is a nephrostomy placed?
1772487258653	renal	diagnostics	Stage 1 AKI Creatnine and urine output
1771309466855	endocrine	physiology	continous infusinon = {{c1::insulin regular 100u/100NS}} long acting = {{c2::insulin basag
1771309634171	endocrine	management	Continous insulin infusion - BG does not decrease
1771309725709	endocrine	physiology	SGLT2 inhibitors suffix
1771309951629	endocrine	management	In EuDKA managment when to stop continous insulin IV infusion
1771447539523	cardiovascular	physiology	what are the 3 main adrenergic receptors
1773046508257	hematologic	pathophysiology	WBC can increase when on steroids due to {{c1::demargination}} a process where {{c1::WBC c
1773046533096	hematologic	diagnostics	Neutrophils increase during {{c1::bacterial infections }}
1773046578580	hematologic	diagnostics	Esonophils increase during {{c1::allergic reactions and parasitic infections.}}
1773277501555	cardiovascular	management	Amiodarone prep: high concentration - {{c1::750}}mg/ {{c1::250}}mL {{c1::D5W}} low concent
1774929125259	cardiovascular	physiology	Amiodarone electrophysiology effect
1774929459249	cardiovascular	management	Amiodarone safety check
1776397167700	cardiovascular	physiology	Nitroglycerin , venous or vasodilation ?
1776397370945	cardiovascular	physiology;management	Nitroglycerin : {{c1::Venodilation::veno or vasodilation?}} {{c1::(-) preload:: (-) pre or
1776397431997	cardiovascular	physiology;management	Nitroprusside : {{c1::Vasodilation::veno or vasodilation?}}. {{c1::(-) afterload::pre or a
1763393712039	respiratory	physiology	What is FiO2 ?
1763393792330	respiratory	physiology	Low flow oxygen delivery: Nasal prongs, FiO2 ?
1763393935972	respiratory	physiology	Low flow device: Simple mask FiO2 ?
1763394151090	respiratory	physiology	What is the bottom range of O2 flow rate for simple mask ? Why not go below this?
1763394178331	respiratory	complications	Risk of simple face mask?
1763394243404	respiratory	physiology	Low flow O2 devices: Partial rebreather mask , FiO2 ?
1763394369893	respiratory	physiology	Difference between partial and non-rebreather mask ?
1763394478357	respiratory	physiology	Low flow O2 device: Non-rebreather mask , FiO2 ?
1763394606536	respiratory	management	Setup considerations for non-rebreather mask ?
1763394874228	respiratory	physiology	What is a high flow O2 system ?
1763394997541	respiratory	physiology	High flow O2 devices: Heated high flow O2 therapy , flow rate and FiO2 ?
1763395342282	respiratory	physiology	What is the "dose" when giving O2 therapy?
1763395421512	respiratory	physiology	Artificial airway , types?
1763395500708	respiratory	management	Artificial airway: Contraindication nasopharyngeal airway?
1763395554648	respiratory	physiology	Advantage of Artificial airway: what is an advantage of nasopharyngeal airway (NPA)?
1763395809189	respiratory	management	Artificial airway: Contrainidications Oropharyngeal airway (OPA) ?
1763396116405	respiratory	physiology	Endotracheal tube, location of insertion
1763396256771	respiratory	physiology	What are the two ports (blue and yellow) of the endotracheal tube [img]
1763396594700	respiratory	management	Artificial airway: Nasotracheal tube , indication ?
1763396653409	respiratory	management	Artificial airway: Nasotracheal tube , contraindication ?
1763396841568	respiratory	management	Artificial airway: Tracheostomy indication ?
1763399144195	respiratory	physiology	Non-invasive ventilation: what is Bi-PAP ?
1763399396259	respiratory	physiology	What is the key requirment for BiPAP ? (compared to intubation)
1763399761554	respiratory	management	Contrandication for BiPAP ?
1763399825754	respiratory	physiology	In non-invasive ventilation ( BiPAP) , what is the difference between IPAP vs EPAP ?
1763400346761	respiratory	physiology	What is minute ventilation ?
1763400790792	respiratory	management	In non-invasive ventilation, what is the tidal volume goal?
1763401262995	respiratory	diagnostics	GCS Objective criteria for intubation
1763401960955	respiratory;cardiovascular	pathophysiology	Hemodynamic effect of Positive pressure ventilation ?
1763402369841	respiratory	management	What is used to hyperoxygenate pre-intubation ?
1763403519778	respiratory	diagnostics	Post-intubation checks
1763404616689	respiratory	physiology	What are the two ways breathes are delivered in mechanical ventilation ?
1763404727674	respiratory	management	Invasive ventilation: What to choose volume ventilation vs pressure ventilation ?
1763405036021	respiratory	physiology	Invasive ventilation , what are the degrees of support ?
1763405133540	respiratory	physiology	3 Basic ventilator settings (used for all cases)
1763405290585	respiratory	physiology	What is PEEP ?
1763405329909	respiratory	management	What are two thing in vent settings to increase pO2 ?
1763406309854	respiratory	physiology	What is the minimum PEEP
1763406546203	respiratory	physiology	Most common full-support ventilator modes? (2)
1763406644116	respiratory	physiology	What defines Pressure Control (PC) Vent mode?
1763406939556	respiratory	physiology	What is synchronous intermittent mandatory ventilation (SIMV)
1763407112079	respiratory	physiology	What is Pressure support ventilation (PSV) mode?
1763407556307	respiratory	physiology	What is continous positive airway pressure (CPAP) vent mode?
1763407929144	respiratory	physiology	What are the variables being controled in PRVC vent mode?
1763408572979	respiratory	management	Vent , room safety checks
1763408733289	respiratory	diagnostics	What vent mode: PSV6 and PEEP 5 30%
1763408879348	respiratory	diagnostics	Vent mode: PRVC 16 / PEEP 12 / FiO₂ 60% / Target VT 600 mL
1763408960499	respiratory	diagnostics	What vent mode: CPAP / PEEP 5 / FiO₂ 30%
1763481080653	respiratory	diagnostics	Respiratory rate objective criteria for intubation
1763481258648	respiratory;acid-base	diagnostics	pH criteria for intubation
1763482612789	respiratory	physiology	What does a high minute ventilation indicate?
1763482682288	respiratory	physiology	What does a low minute ventilation indicate?
1763482706954	respiratory	management	Tidal volume (Vt) goals?
1763554944321	respiratory	diagnostics	What does this ETCO2 represent? [img]
1763555309196	respiratory	management	Pre-intubation inductive (sedative) agents
1765083628684	respiratory;acid-base	diagnostics	PaO2 indication for intubation ?
1765083702340	respiratory;acid-base	diagnostics	PaCO2 indication for intubation ?
1765084219235	respiratory;acid-base	diagnostics	Criteria patient is ready for spontaneous awakening trial (SAT) ?
1765084382244	respiratory	management	What are the 3 major steps and time in Fast Track Extubation ?
1765084512840	respiratory	management	How long does patient stay on PSV after SAT ?
1765084901997	respiratory	management	VC target in ventilator weaning assessment ?
1770438175581	respiratory	management	Trach: Steps to decannulation
1777112033277	respiratory	physiology	Shunt is the opposite of dead space and consists of alveoli that are {{c1::perfused, but n
1762291604005	perioperative	management	Order to draw labs
1765969520941	perioperative;acid-base;fluid-electrolyte;hematologic	complications	Expected side effects of CPB ?
1765969638804	perioperative	physiology;complications	Ideal cross clamp time
1770250941843	integumentary	diagnostics	Blanchable vs non-blanchable erythema ?
1772282614746	integumentary	management	staple removal, what day?
1774677019428	hematologic;perioperative	management	Drug Indication Dose Rate Notes TXA {{c1:: BLS: 1g/50ml INT: 1g/50ml }} {{c1:: BS: 15min I
1774678101970	hematologic	physiology	Coagulation: PLT : {{c1::130-380 x10 9 /L}} INR : {{c2::0.9–1.2}} aPTT: {{c3::22-30s}}
1774931454880	hematologic	diagnostics	CRP > 50 indicate?
1776084469942	perioperative;hematologic	complications	What is defined as excessive post-op bleeding ?
